Ticker,calendar_qtr_x,public_date,EV/EBITDA,P/E Ratio,P/S Ratio,Net Margin,EBITDA Margin,Return on Assets,Return on Equity,Debt-to-Equity,Interest Coverage,Quick Ratio,Current Ratio,Asset Turnover,Price-to-Book,date,Current Volume,predicted_volume
DDOG,2022Q1,2022-01-31,-2059.5,-1043.6,43.718,-0.05,-0.019,-0.008,-0.048,1.211,-1.284,4.753,4.753,0.434,40.188,2022-01-31,4796312.0,4056044.0
OKTA,2022Q1,2022-01-31,-81.913,-41.661,25.704,-0.593,-0.409,-0.1,-0.337,0.84,-6.135,2.736,2.736,0.187,4.948,2022-01-31,1758847.0,1447512.0
FTNT,2022Q1,2022-01-31,53.278,17.852,15.401,0.177,0.216,0.146,0.615,4.203,57.721,1.743,1.821,0.6,43.067,2022-01-31,1804854.0,1276681.0
DELL,2022Q1,2022-01-31,12.536,7.182,0.166,0.062,0.097,0.079,2.125,22.249,3.112,0.725,0.797,0.789,1.84,2022-01-31,3318993.0,3395185.0
PANW,2022Q1,2022-01-31,-1238.8,-16.363,11.182,-0.112,-0.008,-0.004,-0.598,10.419,-2.355,0.911,0.911,0.459,66.184,2022-01-31,1668132.0,1390983.0
ON,2022Q1,2022-01-31,12.15,38.562,4.025,0.106,0.262,0.189,0.184,1.305,7.501,1.279,2.101,0.728,6.118,2022-01-31,9774742.0,5478648.0
CTSH,2022Q1,2022-01-31,13.019,24.062,2.503,0.105,0.179,0.185,0.166,0.516,263.0,2.039,2.039,1.059,3.813,2022-01-31,4073120.0,3220954.0
ADBE,2022Q1,2022-01-31,50.739,53.323,15.988,0.305,0.403,0.247,0.343,0.841,51.345,1.251,1.251,0.613,17.05,2022-01-31,3976224.0,2283334.0
TWLO,2022Q1,2022-01-31,-111.59,-41.64,13.631,-0.329,-0.215,-0.053,-0.095,0.167,-18.219,10.121,10.121,0.216,3.127,2022-01-31,3307434.0,2601027.0
NFLX,2022Q1,2022-01-31,39.091,38.516,6.619,0.176,0.234,0.168,0.42,2.07,8.427,1.229,1.229,0.702,12.375,2022-01-31,19950876.0,22468945.0
MLSS,2022Q1,2022-01-31,-23.971,-14.333,9.05,-0.701,-0.72,-0.334,-0.393,0.211,-586.0,5.8,6.413,0.464,5.415,2022-01-31,210261.0,135765.0
INTC,2022Q1,2022-01-31,7.587,9.48,2.533,0.269,0.442,0.23,0.253,0.863,23.327,1.628,1.972,0.501,2.135,2022-01-31,51762700.0,35332781.0
MTOR,2022Q1,2022-01-31,8.345,8.412,0.423,0.052,0.081,0.106,0.379,4.047,3.186,0.761,1.429,1.312,2.775,2022-01-31,1132414.0,635900.0
QCOM,2022Q1,2022-01-31,14.198,22.333,5.901,0.269,0.339,0.296,1.12,3.145,18.499,1.41,1.68,0.874,19.78,2022-01-31,11253931.0,9681922.0
TXN,2022Q1,2022-01-31,19.12,23.041,9.425,0.416,0.526,0.476,0.748,0.943,45.191,4.348,5.217,0.849,13.546,2022-01-31,6954853.0,6216099.0
NVDA,2022Q1,2022-01-31,47.745,7.54,25.279,0.338,0.402,0.312,0.449,0.723,37.719,4.855,5.366,0.699,25.543,2022-01-31,56343519.0,51731967.0
MSFT,2022Q1,2022-01-31,22.923,34.785,13.228,0.385,0.491,0.277,0.512,1.295,32.578,2.228,2.261,0.55,15.319,2022-01-31,46306571.0,40838131.0
PYPL,2022Q1,2022-01-31,56.459,41.332,8.175,0.201,0.225,0.078,0.25,2.532,18.444,1.301,1.301,0.337,9.092,2022-01-31,14194664.0,23246704.0
SPLK,2022Q1,2022-01-31,-27.342,-15.039,7.878,-0.531,-0.394,-0.174,-0.958,4.371,-6.932,2.113,2.113,0.452,66.184,2022-01-31,3079709.0,1634839.0
LRCX,2022Q1,2022-01-31,16.669,1.992,5.224,0.271,0.331,0.338,0.764,1.733,24.279,2.484,3.224,1.015,14.14,2022-01-31,1886144.0,1125187.0
GOOGL,2022Q1,2022-01-31,17.859,1.303,3.402,0.295,0.356,0.266,0.308,0.422,154.213,3.057,3.073,0.72,3.28,2022-01-31,1986914.0,3420427.0
CDNS,2022Q2,2022-04-30,53.91,60.34,13.921,0.233,0.323,0.232,0.265,0.6,48.721,1.647,1.767,0.717,15.128,2022-04-29,1644233.0,2005324.0
PLTR,2022Q2,2022-04-30,-93.855,-38.519,13.012,-0.337,-0.257,-0.133,-0.453,0.417,-112.92,4.338,4.338,0.519,8.757,2022-04-29,30937495.0,41193848.0
DOCU,2022Q2,2022-04-30,1016.39,-225.0,7.685,-0.033,0.012,0.01,-0.227,8.224,-8.753,0.962,0.962,0.864,45.722,2022-04-29,2857711.0,3268310.0
GOOGL,2022Q2,2022-04-30,21.358,20.34,2.664,0.295,0.354,0.269,0.315,0.428,154.644,2.91,2.928,0.759,2.672,2022-04-29,2117642.0,1761998.0
AMZN,2022Q2,2022-04-30,38.389,38.353,2.691,0.071,0.102,0.129,0.288,2.042,13.504,0.913,1.136,1.267,9.147,2022-04-29,13534602.0,7387093.0
TSLA,2022Q2,2022-04-30,117.051,177.706,16.761,0.103,0.175,0.165,0.21,1.012,18.667,1.083,1.375,0.942,29.859,2022-04-29,29229864.0,25099865.0
SQ,2022Q2,2022-04-30,200.288,301.636,2.922,0.009,0.023,0.034,0.056,3.242,8.082,1.922,1.936,1.484,15.765,2022-04-29,13448815.0,14661667.0
CRM,2022Q2,2022-04-30,84.875,118.878,6.575,0.055,0.109,0.036,0.029,0.638,2.736,1.049,1.049,0.328,2.996,2022-04-29,7110752.0,6278442.0
FTNT,2022Q2,2022-04-30,80.563,79.617,13.859,0.182,0.22,0.148,0.734,6.551,43.718,1.477,1.553,0.671,45.722,2022-04-29,1191667.0,1285767.0
ZS,2022Q2,2022-04-30,-158.97,-84.828,33.457,-0.385,-0.262,-0.105,-0.639,3.279,-4.889,2.608,2.608,0.381,45.722,2022-04-29,1898366.0,1260023.0
INTU,2022Q2,2022-04-30,47.228,53.48,10.361,0.191,0.279,0.209,0.214,0.605,62.452,1.763,1.763,0.629,7.336,2022-04-29,1876095.0,1754892.0
MSFT,2022Q2,2022-04-30,23.947,29.555,11.225,0.385,0.495,0.286,0.509,1.24,35.212,2.155,2.191,0.561,12.955,2022-04-29,37019137.0,35090320.0
INTC,2022Q2,2022-04-30,7.327,8.969,2.256,0.251,0.429,0.211,0.217,0.765,22.193,1.709,2.102,0.492,1.818,2022-04-29,70563710.0,45281259.0
MTOR,2022Q2,2022-04-30,8.472,11.659,0.65,0.057,0.087,0.113,0.385,4.082,3.902,0.877,1.509,1.286,4.26,2022-04-29,671759.0,776905.0
TXN,2022Q2,2022-04-30,18.487,20.611,8.558,0.424,0.538,0.448,0.685,0.851,46.406,4.583,5.327,0.833,11.698,2022-04-29,6678412.0,5833906.0
SPLK,2022Q2,2022-04-30,-23.531,-14.719,7.345,-0.501,-0.369,-0.169,-1.474,24.995,-6.224,1.561,1.561,0.459,45.722,2022-04-29,1292055.0,1366485.0
ADBE,2022Q2,2022-04-30,41.373,39.32,11.59,0.299,0.417,0.259,0.34,0.846,53.405,1.241,1.241,0.615,13.578,2022-04-29,3008889.0,2967353.0
ORCL,2022Q2,2022-04-30,16.372,27.909,4.682,0.181,0.452,0.158,0.506,-31.962,5.77,2.55,1.903,0.356,14.948,2022-04-29,7946947.0,7379947.0
UBER,2022Q2,2022-04-30,-47.077,-108.55,3.409,-0.027,-0.11,-0.055,-0.036,1.62,-5.973,0.977,0.977,0.501,4.152,2022-04-29,24948561.0,45650984.0
PANW,2022Q2,2022-04-30,-1327.9,-19.736,11.509,-0.095,-0.007,-0.004,-0.579,15.947,-3.246,0.816,0.816,0.478,45.722,2022-04-29,1213598.0,990001.0
CRWD,2022Q2,2022-04-30,-733.54,-192.97,29.213,-0.162,-0.04,-0.018,-0.248,2.516,-5.021,1.827,1.827,0.457,41.338,2022-04-29,2908698.0,2263300.0
MU,2022Q2,2022-04-30,5.881,8.577,2.443,0.29,0.546,0.295,0.209,0.332,53.948,2.407,3.166,0.52,1.592,2022-04-29,16830644.0,15326214.0
AKAM,2022Q2,2022-04-30,16.37,28.57,5.208,0.188,0.382,0.166,0.147,0.797,10.621,2.43,2.43,0.435,3.943,2022-04-29,1551338.0,1673242.0
FSLY,2022Q2,2022-04-30,-31.628,-8.281,5.398,-0.629,-0.47,-0.099,-0.215,1.129,-41.271,4.737,4.737,0.21,1.886,2022-04-29,3795804.0,4798261.0
NET,2022Q2,2022-04-30,-706.64,-103.78,36.73,-0.397,-0.095,-0.033,-0.32,1.908,-2.586,6.778,6.778,0.35,29.716,2022-04-29,3719198.0,3920964.0
SNPS,2022Q2,2022-04-30,38.302,49.618,9.739,0.202,0.265,0.142,0.178,0.647,313.061,1.087,1.183,0.523,8.143,2022-04-29,750578.0,1014027.0
CDW,2022Q2,2022-04-30,20.837,23.179,1.059,0.047,0.08,0.148,0.867,17.704,9.763,1.089,1.271,1.847,23.759,2022-04-29,858572.0,1201548.0
GDDY,2022Q2,2022-04-30,28.304,56.908,3.54,0.064,0.169,0.093,1.366,89.766,3.552,0.776,0.776,0.551,45.722,2022-04-29,2753702.0,2373042.0
CSCO,2022Q2,2022-04-30,14.945,17.493,3.942,0.229,0.313,0.168,0.289,1.332,36.521,1.44,1.511,0.54,5.145,2022-04-29,20256639.0,22442860.0
ANSS,2022Q2,2022-04-30,57.188,53.428,12.578,0.238,0.328,0.102,0.103,0.41,41.863,2.105,2.105,0.311,5.225,2022-04-29,539817.0,470822.0
RBLX,2022Q2,2022-04-30,-198.7,-35.64,8.634,-0.256,-0.162,-0.097,-0.909,6.784,-55.158,1.73,1.73,0.599,28.335,2022-04-29,19191043.0,17154990.0
CTSH,2022Q2,2022-04-30,14.103,19.975,2.278,0.115,0.185,0.197,0.184,0.489,316.222,2.08,2.08,1.064,3.453,2022-04-29,4290553.0,4745857.0
ON,2022Q2,2022-04-30,17.049,22.956,3.359,0.15,0.284,0.209,0.246,1.095,10.577,1.556,2.45,0.737,4.892,2022-04-29,6878104.0,11336494.0
QCOM,2022Q2,2022-04-30,14.221,16.001,4.342,0.277,0.354,0.33,1.211,3.338,21.032,1.461,1.749,0.901,13.805,2022-04-29,13628407.0,13280106.0
PYPL,2022Q2,2022-04-30,41.165,24.98,4.013,0.164,0.22,0.076,0.198,2.489,18.638,1.222,1.222,0.347,4.647,2022-04-29,24829263.0,21309742.0
AAPL,2022Q2,2022-04-30,19.566,26.101,6.744,0.266,0.339,0.374,1.531,4.212,43.281,1.028,1.075,1.082,35.472,2022-04-29,131513345.0,123276849.0
LRCX,2022Q2,2022-04-30,17.127,1.451,3.91,0.278,0.335,0.357,0.808,1.677,26.675,2.431,3.207,1.042,9.977,2022-04-29,1387258.0,1274650.0
NOW,2022Q2,2022-04-30,198.766,344.667,16.255,0.039,0.112,0.068,0.07,1.922,9.821,1.055,1.055,0.604,25.875,2022-04-29,1455412.0,1411165.0
MDB,2022Q2,2022-04-30,-105.11,-74.722,27.646,-0.351,-0.311,-0.141,-0.479,2.674,-25.571,4.02,4.02,0.453,36.229,2022-04-29,797430.0,981638.0
HPE,2022Q2,2022-04-30,7.53,5.543,0.718,0.133,0.167,0.084,0.209,2.059,7.315,0.721,0.935,0.494,0.962,2022-04-29,10580959.0,7912168.0
TISI,2022Q2,2022-04-30,-20.527,-0.24,0.102,-0.213,-0.028,-0.034,-1.353,12.583,-1.428,1.723,1.917,1.218,1.108,2022-04-29,635384.0,854907.0
AMD,2022Q2,2022-04-30,43.89,33.276,8.433,0.192,0.242,0.372,0.473,0.657,108.176,1.563,2.024,1.537,18.456,2022-04-29,82595044.0,98247287.0
MRVL,2022Q2,2022-04-30,52.115,-109.58,11.062,-0.094,0.28,0.076,-0.035,0.408,0.068,1.277,1.796,0.271,3.137,2022-04-29,9123214.0,8325548.0
AVGO,2022Q2,2022-04-30,16.067,3.161,7.897,0.275,0.55,0.206,0.322,2.117,6.052,2.228,2.423,0.38,9.8,2022-04-29,2578823.0,2651071.0
IBM,2022Q2,2022-04-30,13.384,25.376,2.073,0.082,0.228,0.091,0.193,5.979,4.319,0.83,0.879,0.398,5.202,2022-04-29,5078660.0,4213477.0
NFLX,2022Q2,2022-04-30,44.601,16.936,2.848,0.172,0.216,0.153,0.38,1.813,8.091,0.951,0.951,0.708,5.336,2022-04-29,16318317.0,14552434.0
NVDA,2022Q2,2022-04-30,55.769,48.174,17.228,0.362,0.417,0.307,0.443,0.66,42.547,6.049,6.65,0.738,17.265,2022-04-29,49968321.0,57074638.0
ADI,2022Q2,2022-04-30,22.373,48.547,9.503,0.152,0.422,0.122,0.061,0.47,10.904,1.187,1.516,0.23,1.939,2022-04-29,4814889.0,2847223.0
WDC,2022Q2,2022-04-30,7.907,8.384,0.877,0.105,0.192,0.14,0.19,1.36,8.381,1.246,2.009,0.729,1.383,2022-04-29,8165208.0,5606883.0
OKTA,2022Q2,2022-04-30,-52.466,-20.822,13.833,-0.653,-0.484,-0.101,-0.256,0.555,-7.707,2.447,2.447,0.208,3.032,2022-04-29,2549329.0,1663141.0
DDOG,2022Q2,2022-04-30,15155.6,-348.0,33.237,-0.02,0.004,0.002,-0.021,1.287,-0.91,3.539,3.539,0.482,32.841,2022-04-29,3872698.0,4235340.0
ENPH,2022Q2,2022-04-30,103.462,158.235,15.769,0.105,0.179,0.151,0.317,3.834,4.889,3.156,3.325,0.843,45.722,2022-04-29,2397717.0,1918707.0
KLAC,2022Q2,2022-04-30,16.307,16.423,5.835,0.366,0.432,0.343,0.754,1.989,20.531,1.842,2.539,0.759,10.077,2022-04-29,2415192.0,1550651.0
WDAY,2022Q2,2022-04-30,292.412,344.667,8.004,0.006,0.044,0.023,0.008,1.315,-7.014,1.029,1.029,0.535,9.062,2022-04-29,2184301.0,1756495.0
MLSS,2022Q2,2022-04-30,-19.29,-10.1,6.676,-0.662,-0.709,-0.371,-0.419,0.22,-461.19,5.616,6.114,0.523,4.203,2022-04-29,153046.0,397354.0
FB,2022Q2,2022-04-30,17.112,14.558,3.899,0.334,0.464,0.336,0.311,0.329,2032.74,3.154,3.154,0.725,3.682,2022-04-29,49060774.0,49758650.0
SPLK,2022Q3,2022-07-31,-28.467,-14.313,5.941,-0.412,-0.317,-0.162,-1.686,24.349,-6.582,1.765,1.765,0.514,51.345,2022-07-29,1262725.0,909080.0
LRCX,2022Q3,2022-07-31,16.62,1.564,4.096,0.271,0.331,0.35,0.767,1.658,27.433,2.312,3.12,1.034,11.376,2022-07-29,2450732.0,1982962.0
QCOM,2022Q3,2022-07-31,12.893,14.847,4.149,0.284,0.369,0.362,1.208,2.906,24.464,1.361,1.661,0.94,12.223,2022-07-29,11717968.0,7601215.0
TISI,2022Q3,2022-07-31,-15.359,-1.408,0.075,-0.24,-0.047,-0.051,-1.549,8.037,-1.348,1.661,1.854,1.083,1.193,2022-07-29,210232.0,162135.0
DDOG,2022Q3,2022-07-31,1524.64,320.0,24.861,0.002,0.025,0.014,0.002,1.279,0.196,3.716,3.716,0.52,26.562,2022-07-29,6626417.0,4724071.0
ON,2022Q3,2022-07-31,10.904,20.485,4.017,0.201,0.337,0.271,0.355,1.132,15.556,1.582,2.5,0.771,5.741,2022-07-29,9659632.0,16086371.0
CDW,2022Q3,2022-07-31,17.428,25.073,1.119,0.046,0.08,0.175,0.987,11.832,9.022,1.12,1.325,1.962,22.07,2022-07-29,957299.0,758156.0
PYPL,2022Q3,2022-07-31,49.474,28.558,3.876,0.139,0.204,0.071,0.17,2.515,17.043,1.249,1.249,0.344,4.857,2022-07-29,12099001.0,11689521.0
INTU,2022Q3,2022-07-31,39.105,51.545,9.994,0.194,0.303,0.216,0.211,0.634,58.107,1.673,1.673,0.604,7.32,2022-07-29,2143305.0,1671317.0
AMZN,2022Q3,2022-07-31,32.684,3.257,2.878,0.045,0.117,0.151,0.18,2.101,10.604,0.865,1.098,1.214,10.26,2022-07-29,148920396.0,76679025.0
OKTA,2022Q3,2022-07-31,-45.845,-15.407,10.208,-0.671,-0.502,-0.096,-0.211,0.545,-11.896,2.696,2.696,0.162,2.731,2022-07-29,1740309.0,1369183.0
SQ,2022Q3,2022-07-31,367.453,-507.07,2.382,-0.005,0.016,0.02,-0.027,1.681,1.968,1.927,1.939,0.936,2.236,2022-07-29,10554320.0,11563081.0
ENPH,2022Q3,2022-07-31,98.013,242.889,25.299,0.109,0.169,0.12,0.276,3.351,5.386,3.761,3.928,0.702,51.345,2022-07-29,5260013.0,4373800.0
KLAC,2022Q3,2022-07-31,15.602,18.6,6.287,0.364,0.434,0.349,0.742,1.936,21.823,1.762,2.456,0.767,11.471,2022-07-29,1819624.0,1020884.0
CRM,2022Q3,2022-07-31,65.641,178.66,6.553,0.036,0.136,0.045,0.019,0.587,1.031,1.018,1.018,0.307,3.11,2022-07-29,4751359.0,3997132.0
TXN,2022Q3,2022-07-31,17.404,20.468,8.621,0.433,0.552,0.474,0.697,0.852,50.179,4.61,5.402,0.808,11.583,2022-07-29,6606263.0,4846131.0
WDC,2022Q3,2022-07-31,6.949,8.524,0.806,0.095,0.203,0.15,0.165,1.262,9.515,1.262,2.027,0.736,1.291,2022-07-29,2559544.0,2889950.0
FTNT,2022Q3,2022-07-31,65.881,15.615,13.114,0.178,0.216,0.136,0.648,6.277,37.613,1.55,1.627,0.621,51.345,2022-07-29,4793164.0,3950351.0
CTSH,2022Q3,2022-07-31,12.592,16.297,1.859,0.116,0.184,0.203,0.188,0.484,322.667,2.108,2.108,1.092,2.888,2022-07-29,5980197.0,4947178.0
MSFT,2022Q3,2022-07-31,24.285,29.305,10.873,0.376,0.497,0.291,0.492,1.195,38.947,2.081,2.119,0.569,12.827,2022-07-29,32108742.0,21489986.0
INTC,2022Q3,2022-07-31,7.99,6.032,1.919,0.317,0.406,0.197,0.271,0.785,19.824,1.705,2.077,0.466,1.424,2022-07-29,125004627.0,52367790.0
ADI,2022Q3,2022-07-31,19.657,48.852,9.067,0.168,0.448,0.119,0.059,0.41,12.695,1.368,1.754,0.222,2.159,2022-07-29,4730289.0,2259977.0
MTOR,2022Q3,2022-07-31,8.707,11.863,0.63,0.054,0.083,0.111,0.371,3.943,4.25,0.798,1.434,1.327,3.801,2022-07-29,461853.0,1906833.0
NVDA,2022Q3,2022-07-31,44.911,4.869,15.303,0.32,0.424,0.325,0.415,0.723,45.072,5.563,6.127,0.701,17.01,2022-07-29,43513412.0,47614739.0
ZS,2022Q3,2022-07-31,-137.87,-58.075,22.866,-0.385,-0.274,-0.118,-0.709,3.448,-5.592,2.431,2.431,0.409,41.724,2022-07-29,1615623.0,1707956.0
RBLX,2022Q3,2022-07-31,-123.27,-47.7,11.241,-0.25,-0.183,-0.11,-0.909,5.875,-27.137,1.545,1.545,0.53,41.459,2022-07-29,16524696.0,24181328.0
DOCU,2022Q3,2022-07-31,2184.37,-142.18,5.768,-0.04,0.008,0.008,-0.356,8.185,-10.133,0.978,0.978,0.901,35.878,2022-07-29,2755763.0,2842416.0
PANW,2022Q3,2022-07-31,2922.04,-20.9,9.615,-0.075,0.004,0.002,-0.687,23.264,-4.213,0.733,0.733,0.49,51.345,2022-07-29,1170677.0,1227216.0
GDDY,2022Q3,2022-07-31,25.861,41.674,3.063,0.077,0.173,0.093,1.366,-56.195,3.667,0.72,0.72,0.541,51.345,2022-07-29,811065.0,505388.0
VMW,2022Q3,2022-07-31,19.437,30.026,3.783,0.126,0.27,0.114,0.168,5.535,8.678,1.071,1.071,0.427,51.966,2022-07-29,943958.0,625462.0
SNPS,2022Q3,2022-07-31,34.649,57.154,11.815,0.212,0.287,0.158,0.193,0.649,422.21,1.105,1.197,0.539,10.105,2022-07-29,972726.0,996269.0
AAPL,2022Q3,2022-07-31,20.716,26.381,6.766,0.264,0.338,0.373,1.519,4.297,43.857,0.979,1.024,1.093,38.749,2022-07-29,101715994.0,67732635.0
NET,2022Q3,2022-07-31,-611.91,-60.627,19.374,-0.358,-0.087,-0.034,-0.32,1.843,-3.29,6.979,6.979,0.344,27.457,2022-07-29,4169316.0,5467306.0
TSLA,2022Q3,2022-07-31,72.301,40.319,14.972,0.135,0.205,0.224,0.319,1.028,32.563,1.104,1.4,1.032,27.298,2022-07-29,31642255.0,38735780.0
HPE,2022Q3,2022-07-31,7.488,5.141,0.663,0.133,0.164,0.081,0.196,1.931,7.315,0.692,0.928,0.489,0.881,2022-07-29,9064686.0,7503598.0
AMD,2022Q3,2022-07-31,29.515,35.119,8.079,0.18,0.266,0.454,0.481,0.313,108.053,1.825,2.32,0.746,2.61,2022-07-29,76557179.0,96418508.0
CDNS,2022Q3,2022-07-31,41.2,69.693,16.158,0.236,0.343,0.259,0.285,0.607,55.773,1.602,1.713,0.737,18.463,2022-07-29,1582776.0,1794879.0
CSCO,2022Q3,2022-07-31,14.585,15.919,3.615,0.233,0.316,0.171,0.293,1.322,39.104,1.424,1.501,0.542,4.616,2022-07-29,23621016.0,14120986.0
PLTR,2022Q3,2022-07-31,-128.68,-41.4,12.233,-0.303,-0.195,-0.102,-0.237,0.434,-140.55,4.183,4.183,0.512,8.52,2022-07-29,31106607.0,31694733.0
MLSS,2022Q3,2022-07-31,-16.289,-7.901,6.436,-0.768,-0.817,-0.394,-0.447,0.237,-461.19,5.218,5.703,0.504,4.344,2022-07-29,32980.0,46385.0
GOOGL,2022Q3,2022-07-31,18.966,1.052,2.58,0.276,0.355,0.28,0.304,0.416,163.759,2.959,2.978,0.773,2.715,2022-07-29,37163003.0,25963407.0
NFLX,2022Q3,2022-07-31,39.081,20.408,3.29,0.165,0.212,0.153,0.346,1.775,8.18,1.096,1.096,0.7,5.701,2022-07-29,9006534.0,5472642.0
IBM,2022Q3,2022-07-31,13.933,23.823,2.016,0.085,0.223,0.091,0.225,5.769,4.494,0.817,0.868,0.42,6.175,2022-07-29,5786815.0,4142099.0
MDB,2022Q3,2022-07-31,-100.6,-64.56,21.955,-0.328,-0.292,-0.135,-0.479,2.556,-30.052,4.565,4.565,0.411,31.892,2022-07-29,1744911.0,941786.0
CRWD,2022Q3,2022-07-31,-1101.9,-232.41,24.1,-0.111,-0.03,-0.015,-0.195,2.478,-4.872,1.877,1.877,0.471,35.773,2022-07-29,2613175.0,2405325.0
AKAM,2022Q3,2022-07-31,16.031,25.255,4.356,0.179,0.38,0.167,0.139,0.816,13.501,2.765,2.765,0.434,3.534,2022-07-29,1502143.0,1001547.0
NOW,2022Q3,2022-07-31,186.784,291.0,14.308,0.036,0.103,0.067,0.066,1.79,9.926,1.096,1.096,0.619,22.401,2022-07-29,2019631.0,1729602.0
UBER,2022Q3,2022-07-31,-61.555,-7.106,2.151,-0.295,-0.072,-0.042,-0.432,1.739,-4.986,1.044,1.044,0.592,5.112,2022-07-29,29406649.0,46960678.0
FSLY,2022Q3,2022-07-31,-31.302,-5.629,3.697,-0.635,-0.476,-0.083,-0.23,1.124,-37.122,6.406,6.406,0.174,1.407,2022-07-29,2314028.0,3054581.0
MU,2022Q3,2022-07-31,5.374,7.054,2.107,0.306,0.557,0.301,0.22,0.332,58.555,2.382,3.138,0.52,1.385,2022-07-29,14182902.0,13336858.0
ANSS,2022Q3,2022-07-31,47.646,54.278,12.34,0.23,0.336,0.11,0.103,0.39,45.826,2.479,2.479,0.325,5.442,2022-07-29,443855.0,397997.0
MRVL,2022Q3,2022-07-31,38.414,-91.279,9.351,-0.098,0.303,0.071,-0.033,0.413,0.891,1.254,1.756,0.233,3.062,2022-07-29,9032742.0,6936064.0
ADBE,2022Q3,2022-07-31,38.903,40.051,11.498,0.293,0.412,0.262,0.343,0.855,54.514,1.179,1.179,0.632,13.721,2022-07-29,2631332.0,1880506.0
AVGO,2022Q3,2022-07-31,15.494,2.654,7.23,0.298,0.562,0.225,0.371,2.175,6.954,2.184,2.401,0.405,10.345,2022-07-29,1836966.0,1137138.0
WDAY,2022Q3,2022-07-31,324.818,-1292.5,5.746,-0.005,0.037,0.021,-0.007,1.405,-5.71,1.186,1.186,0.516,6.488,2022-07-29,2647354.0,1607261.0
META,2022Q3,2022-08-31,15.444,13.488,3.112,0.282,0.402,0.287,0.259,0.32,2032.74,3.129,3.129,0.713,2.955,2022-08-31,40837166.0,30081791.0
TSLA,2022Q4,2022-10-31,65.132,27.381,10.698,0.142,0.213,0.237,0.327,0.95,45.133,1.069,1.387,1.056,19.741,2022-10-31,61352314.0,62588696.0
TISI,2022Q4,2022-10-31,-16.249,-1.202,0.053,-0.24,-0.042,-0.047,-2.342,17.266,-1.116,1.061,1.181,1.147,7.876,2022-10-31,222879.0,235620.0
TXN,2022Q4,2022-10-31,15.786,17.574,7.441,0.438,0.56,0.467,0.673,0.828,51.508,4.597,5.395,0.8,10.279,2022-10-31,6264198.0,4940685.0
UBER,2022Q4,2022-10-31,-81.947,-5.1,2.051,-0.392,-0.039,-0.027,-0.761,2.103,-3.741,1.034,1.034,0.735,7.777,2022-10-31,37327035.0,87994014.0
ADBE,2022Q4,2022-10-31,33.434,31.41,8.613,0.28,0.404,0.263,0.338,0.867,54.411,1.124,1.124,0.647,10.3,2022-10-31,3224542.0,2440158.0
ADI,2022Q4,2022-10-31,17.962,39.507,6.54,0.17,0.466,0.118,0.055,0.372,14.311,1.525,1.982,0.217,1.798,2022-10-31,3062788.0,2314551.0
ZS,2022Q4,2022-10-31,-83.766,-55.632,20.37,-0.358,-0.254,-0.109,-0.708,3.941,-5.775,1.989,1.989,0.429,38.763,2022-10-31,1108284.0,1917242.0
WDAY,2022Q4,2022-10-31,350.217,-199.77,5.547,-0.035,0.03,0.016,-0.045,1.465,-3.509,1.325,1.325,0.494,6.138,2022-10-31,1203574.0,1417544.0
WDC,2022Q4,2022-10-31,5.631,7.236,0.581,0.08,0.203,0.145,0.131,1.149,9.48,1.11,1.805,0.717,0.893,2022-10-31,4418019.0,8724975.0
AAPL,2022Q4,2022-10-31,20.755,25.304,6.294,0.257,0.334,0.367,1.494,4.447,42.626,0.933,0.977,1.092,41.98,2022-10-31,97794140.0,80208002.0
VMW,2022Q4,2022-10-31,18.432,30.25,3.634,0.12,0.271,0.118,0.159,12.198,8.084,0.985,0.985,0.439,56.653,2022-10-31,648140.0,696055.0
AVGO,2022Q4,2022-10-31,14.607,2.031,6.203,0.32,0.573,0.245,0.434,2.247,7.963,2.138,2.38,0.434,9.413,2022-10-31,1912705.0,1603475.0
MSFT,2022Q4,2022-10-31,20.338,24.055,8.728,0.367,0.495,0.281,0.471,1.191,40.796,1.745,1.785,0.568,10.376,2022-10-31,28304565.0,30525099.0
SNPS,2022Q4,2022-10-31,36.285,44.393,9.006,0.209,0.28,0.157,0.193,0.652,484.921,1.097,1.186,0.547,7.955,2022-10-31,769312.0,676242.0
AMD,2022Q4,2022-10-31,25.38,25.449,4.488,0.145,0.276,0.236,0.156,0.263,74.717,1.823,2.295,0.546,1.67,2022-10-31,73196974.0,83710559.0
GDDY,2022Q4,2022-10-31,22.881,38.841,3.142,0.086,0.181,0.1,1.529,-31.372,3.965,0.675,0.675,0.561,56.653,2022-10-31,822435.0,813757.0
ENPH,2022Q4,2022-10-31,86.463,214.685,24.041,0.117,0.172,0.137,0.407,3.844,8.349,3.485,3.693,0.771,56.653,2022-10-31,2628064.0,2992964.0
CDNS,2022Q4,2022-10-31,39.36,54.262,12.649,0.236,0.351,0.269,0.291,0.613,60.27,1.602,1.713,0.757,15.819,2022-10-31,1531635.0,1287538.0
NFLX,2022Q4,2022-10-31,34.207,25.945,4.186,0.164,0.201,0.144,0.326,1.641,7.992,1.052,1.052,0.693,6.809,2022-10-31,7456960.0,6870297.0
META,2022Q4,2022-10-31,15.444,7.712,1.754,0.282,0.402,0.287,0.259,0.32,2032.74,3.129,3.129,0.713,1.666,2022-10-31,121216969.0,110085902.0
